customer_id,customer_name,signup_date,industry,company_size
585,Company_0585,2024-01-11,Healthcare,201-500
586,Company_0586,2022-11-21,Manufacturing,201-500
587,Company_0587,2022-03-05,Technology,11-50
588,Company_0588,2022-06-27,Real Estate,51-200
589,Company_0589,2022-06-05,Real Estate,11-50
590,Company_0590,2022-07-01,Healthcare,1-10
591,Company_0591,2022-07-07,Finance,51-200
592,Company_0592,2024-01-24,Logistics,51-200
593,Company_0593,2022-08-04,Education,11-50
594,Company_0594,2023-03-04,Technology,11-50
595,Company_0595,2024-09-21,Logistics,51-200
596,Company_0596,2023-08-04,Real Estate,51-200
597,Company_0597,2024-02-01,Consulting,51-200
598,Company_0598,2022-08-23,Finance,11-50
599,Company_0599,2022-09-01,Logistics,11-50
600,Company_0600,2022-02-19,Media,11-50
601,Company_0601,2022-08-22,Healthcare,51-200
602,Company_0602,2023-01-12,Healthcare,1000+
603,Company_0603,2022-08-18,Consulting,201-500
604,Company_0604,2022-04-17,Consulting,1-10
605,Company_0605,2022-06-28,Real Estate,1-10
606,Company_0606,2023-07-13,Manufacturing,11-50
607,Company_0607,2022-09-01,Manufacturing,201-500
608,Company_0608,2023-03-12,Retail,201-500
609,Company_0609,2023-09-21,Healthcare,201-500
610,Company_0610,2024-02-24,Manufacturing,1-10
611,Company_0611,2022-02-12,Consulting,11-50
612,Company_0612,2024-06-21,Finance,201-500
613,Company_0613,2024-01-22,Real Estate,1000+
614,Company_0614,2022-04-16,Finance,201-500
615,Company_0615,2024-08-03,Real Estate,1-10
616,Company_0616,2024-09-07,Technology,201-500
617,Company_0617,2022-03-02,Manufacturing,501-1000
618,Company_0618,2023-01-17,Media,1000+
619,Company_0619,2024-06-18,Real Estate,11-50
620,Company_0620,2024-04-25,Retail,11-50
621,Company_0621,2022-08-28,Technology,501-1000
622,Company_0622,2022-09-11,Education,1-10
623,Company_0623,2023-04-12,Media,501-1000
624,Company_0624,2023-08-24,Real Estate,501-1000
625,Company_0625,2024-01-13,Manufacturing,1000+
626,Company_0626,2023-04-16,Real Estate,11-50
627,Company_0627,2023-07-26,Consulting,11-50
628,Company_0628,2024-04-03,Media,1-10
629,Company_0629,2022-02-20,Finance,51-200
630,Company_0630,2022-11-11,Healthcare,1-10
631,Company_0631,2024-03-22,Education,11-50
632,Company_0632,2024-09-20,Media,11-50
633,Company_0633,2023-09-15,Manufacturing,11-50
634,Company_0634,2023-09-24,Manufacturing,51-200
635,Company_0635,2022-05-14,Education,51-200
636,Company_0636,2023-07-26,Technology,1-10
637,Company_0637,2023-09-21,Media,11-50
638,Company_0638,2022-11-26,Finance,1000+
639,Company_0639,2023-01-05,Logistics,51-200
640,Company_0640,2023-04-15,Technology,1-10
641,Company_0641,2022-01-08,Manufacturing,11-50
642,Company_0642,2023-02-19,Technology,51-200
643,Company_0643,2022-09-22,Real Estate,501-1000
644,Company_0644,2023-02-12,Real Estate,201-500
645,Company_0645,2022-06-19,Finance,51-200
646,Company_0646,2024-09-13,Manufacturing,51-200
647,Company_0647,2023-12-08,Healthcare,1-10
648,Company_0648,2024-02-06,Real Estate,51-200
649,Company_0649,2024-06-18,Healthcare,11-50
650,Company_0650,2023-08-09,Real Estate,11-50
651,Company_0651,2022-04-20,Education,51-200
652,Company_0652,2023-10-16,Retail,1-10
653,Company_0653,2023-12-28,Healthcare,51-200
654,Company_0654,2024-04-23,Real Estate,1000+
655,Company_0655,2023-06-26,Manufacturing,51-200
656,Company_0656,2022-06-23,Healthcare,51-200
657,Company_0657,2023-01-10,Education,501-1000
658,Company_0658,2023-03-23,Finance,201-500
659,Company_0659,2024-01-17,Retail,1-10
660,Company_0660,2023-11-07,Finance,11-50
661,Company_0661,2023-03-16,Technology,11-50
662,Company_0662,2024-12-19,Manufacturing,51-200
663,Company_0663,2024-01-18,Finance,51-200
664,Company_0664,2022-11-03,Healthcare,11-50
665,Company_0665,2022-05-23,Real Estate,51-200
666,Company_0666,2022-07-25,Media,201-500
667,Company_0667,2022-11-03,Finance,1000+
668,Company_0668,2022-08-21,Healthcare,11-50
669,Company_0669,2022-08-22,Consulting,11-50
670,Company_0670,2023-01-27,Consulting,51-200
671,Company_0671,2022-08-06,Finance,11-50
672,Company_0672,2024-09-28,Technology,201-500
673,Company_0673,2022-04-17,Finance,11-50
674,Company_0674,2023-09-06,Manufacturing,501-1000
675,Company_0675,2023-05-08,Manufacturing,501-1000
676,Company_0676,2024-12-17,Education,201-500
677,Company_0677,2022-05-09,Retail,51-200
678,Company_0678,2023-05-18,Education,1-10
679,Company_0679,2024-11-10,Logistics,51-200
680,Company_0680,2024-08-17,Finance,51-200
681,Company_0681,2024-07-19,Finance,11-50
682,Company_0682,2022-12-20,Logistics,11-50
683,Company_0683,2022-08-19,Technology,201-500
684,Company_0684,2024-02-01,Healthcare,1-10
685,Company_0685,2024-10-21,Logistics,11-50
686,Company_0686,2023-10-07,Logistics,11-50
687,Company_0687,2023-11-21,Technology,51-200
688,Company_0688,2023-01-21,Consulting,11-50
689,Company_0689,2024-05-10,Real Estate,11-50
690,Company_0690,2022-09-26,Media,11-50
691,Company_0691,2023-02-03,Technology,11-50
692,Company_0692,2023-06-14,Real Estate,51-200
693,Company_0693,2023-09-11,Logistics,1-10
694,Company_0694,2022-11-28,Manufacturing,201-500
695,Company_0695,2022-05-28,Manufacturing,1000+
696,Company_0696,2024-01-05,Manufacturing,51-200
697,Company_0697,2023-01-04,Manufacturing,11-50
698,Company_0698,2023-11-04,Education,11-50
699,Company_0699,2022-07-05,Healthcare,1-10
700,Company_0700,2023-08-13,Logistics,11-50
701,Company_0701,2023-09-28,Finance,201-500
702,Company_0702,2022-02-19,Manufacturing,11-50
703,Company_0703,2023-02-06,Real Estate,1000+
704,Company_0704,2022-06-15,Real Estate,501-1000
705,Company_0705,2022-03-16,Technology,1-10
706,Company_0706,2024-12-13,Consulting,51-200
707,Company_0707,2023-02-08,Retail,51-200
708,Company_0708,2024-06-02,Technology,11-50
709,Company_0709,2022-12-20,Real Estate,11-50
710,Company_0710,2024-02-01,Healthcare,11-50
711,Company_0711,2024-05-09,Manufacturing,201-500
712,Company_0712,2023-12-12,Technology,11-50
713,Company_0713,2023-08-19,Consulting,11-50
714,Company_0714,2023-05-18,Education,1-10
715,Company_0715,2023-03-17,Real Estate,201-500
716,Company_0716,2024-10-09,Logistics,51-200
717,Company_0717,2024-07-04,Finance,1000+
718,Company_0718,2024-11-13,Manufacturing,201-500
719,Company_0719,2022-06-11,Consulting,501-1000
720,Company_0720,2024-04-25,Finance,11-50
721,Company_0721,2024-10-17,Media,51-200
722,Company_0722,2022-08-02,Technology,1-10
723,Company_0723,2022-03-11,Real Estate,51-200
724,Company_0724,2024-04-05,Logistics,501-1000
725,Company_0725,2023-11-05,Manufacturing,501-1000
726,Company_0726,2024-08-11,Finance,11-50
727,Company_0727,2022-07-20,Education,51-200
728,Company_0728,2024-06-17,Consulting,51-200
729,Company_0729,2022-09-23,Logistics,11-50
730,Company_0730,2022-08-27,Technology,11-50
731,Company_0731,2022-08-22,Healthcare,1000+
732,Company_0732,2024-07-19,Education,201-500
733,Company_0733,2024-02-24,Technology,51-200
734,Company_0734,2023-09-09,Logistics,51-200
735,Company_0735,2023-03-24,Technology,51-200
736,Company_0736,2024-08-06,Consulting,51-200
737,Company_0737,2023-05-20,Media,1-10
738,Company_0738,2024-07-22,Retail,1-10
739,Company_0739,2023-06-23,Healthcare,11-50
740,Company_0740,2023-04-15,Manufacturing,11-50
741,Company_0741,2023-07-14,Retail,11-50
742,Company_0742,2023-01-25,Logistics,501-1000
743,Company_0743,2024-04-28,Technology,201-500
744,Company_0744,2023-09-17,Retail,51-200
745,Company_0745,2022-10-22,Real Estate,51-200
746,Company_0746,2024-09-11,Finance,51-200
747,Company_0747,2023-04-18,Manufacturing,51-200
748,Company_0748,2023-10-22,Education,51-200
749,Company_0749,2024-09-07,Retail,11-50
750,Company_0750,2024-01-10,Retail,501-1000
751,Company_0751,2022-05-10,Education,201-500
752,Company_0752,2024-10-23,Real Estate,11-50
753,Company_0753,2024-01-12,Consulting,501-1000
754,Company_0754,2023-02-26,Education,11-50
755,Company_0755,2022-07-19,Consulting,11-50
756,Company_0756,2024-06-13,Manufacturing,1000+
757,Company_0757,2024-01-26,Finance,11-50
758,Company_0758,2023-09-10,Healthcare,11-50
759,Company_0759,2024-09-15,Education,201-500
760,Company_0760,2024-06-07,Retail,201-500
761,Company_0761,2022-07-09,Consulting,51-200
762,Company_0762,2023-02-05,Healthcare,51-200
763,Company_0763,2022-11-19,Retail,11-50
764,Company_0764,2024-04-22,Consulting,11-50
765,Company_0765,2022-02-08,Technology,1-10
766,Company_0766,2023-11-11,Real Estate,1-10
767,Company_0767,2024-05-25,Finance,1-10
768,Company_0768,2024-08-18,Finance,11-50
769,Company_0769,2023-02-16,Real Estate,51-200
770,Company_0770,2024-07-25,Education,11-50
771,Company_0771,2022-05-21,Technology,501-1000
772,Company_0772,2024-08-03,Logistics,11-50
773,Company_0773,2022-06-24,Technology,501-1000
774,Company_0774,2023-05-06,Media,501-1000
775,Company_0775,2024-06-06,Technology,1000+
776,Company_0776,2022-07-13,Real Estate,11-50
777,Company_0777,2022-10-24,Education,501-1000
778,Company_0778,2024-04-01,Education,51-200
779,Company_0779,2024-03-04,Manufacturing,11-50
780,Company_0780,2024-01-21,Consulting,51-200
781,Company_0781,2024-03-05,Consulting,51-200
782,Company_0782,2023-10-07,Healthcare,11-50
783,Company_0783,2022-11-24,Real Estate,51-200
784,Company_0784,2023-03-23,Finance,1-10
785,Company_0785,2022-08-11,Education,51-200
786,Company_0786,2024-09-25,Retail,11-50
787,Company_0787,2023-12-28,Media,201-500
788,Company_0788,2023-05-17,Manufacturing,1-10
789,Company_0789,2023-07-22,Healthcare,11-50
790,Company_0790,2024-10-05,Real Estate,11-50
791,Company_0791,2022-07-08,Technology,11-50
792,Company_0792,2023-12-08,Real Estate,201-500
793,Company_0793,2023-09-11,Education,51-200
794,Company_0794,2024-01-19,Technology,11-50
795,Company_0795,2022-01-12,Retail,1-10
796,Company_0796,2024-08-04,Real Estate,11-50
797,Company_0797,2024-10-13,Consulting,501-1000
798,Company_0798,2023-11-23,Education,51-200
799,Company_0799,2024-03-21,Education,11-50
800,Company_0800,2024-09-08,Retail,1000+
